"indicateur","ville","Unit","Date","Value"
"Température maximale","Kouma-Konda","°C","1982","28.8916666666667"
"Température maximale","Kouma-Konda","°C","1983","29.6"
"Température maximale","Kouma-Konda","°C","1984","29.4"
"Température maximale","Kouma-Konda","°C","1985","28.8416666666667"
"Température maximale","Kouma-Konda","°C","1986","28.9583333333333"
"Température maximale","Kouma-Konda","°C","1987","30.025"
"Température maximale","Kouma-Konda","°C","1988","28.9416666666667"
"Température maximale","Kouma-Konda","°C","1989","29.15"
"Température maximale","Kouma-Konda","°C","1990","28.8333333333333"
"Température maximale","Kouma-Konda","°C","1991","27.9166666666667"
"Température maximale","Kouma-Konda","°C","1992","28.0916666666667"
"Température maximale","Kouma-Konda","°C","1993","28.2083333333333"
"Température maximale","Kouma-Konda","°C","1994","28.1416666666667"
"Température maximale","Kouma-Konda","°C","1995","28.4833333333333"
"Température maximale","Kouma-Konda","°C","1996","28.4166666666667"
"Température maximale","Kouma-Konda","°C","1997","28.2916666666667"
"Température maximale","Kouma-Konda","°C","1998","28.675"
"Température maximale","Kouma-Konda","°C","1999","28.05"
"Température maximale","Kouma-Konda","°C","2000","28.4166666666667"
"Température maximale","Kouma-Konda","°C","2001","28.4083333333333"
"Température maximale","Kouma-Konda","°C","2002","28.6666666666667"
"Température maximale","Kouma-Konda","°C","2003","28.8"
"Température maximale","Kouma-Konda","°C","2004","28.6916666666667"
"Température maximale","Kouma-Konda","°C","2005","27.975"
"Température maximale","Kouma-Konda","°C","2006","28.2915247055812"
"Température maximale","Kouma-Konda","°C","2007","28.8077432155658"
"Température maximale","Kouma-Konda","°C","2008","29.0583333333333"
"Température maximale","Kouma-Konda","°C","2009","29.2"
"Température maximale","Kouma-Konda","°C","2010","29.5011111111111"
"Température maximale","Kouma-Konda","°C","2011","29.0944444444444"
"Température maximale","Kouma-Konda","°C","2012","28.945"
"Température maximale","Kouma-Konda","°C","2013","29.3744444444445"
"Température maximale","Kouma-Konda","°C","2014","29.0658333333333"
"Température maximale","Kouma-Konda","°C","2015","29.3197222222222"
"Température maximale","Kouma-Konda","°C","2016","29.5"
"Température maximale","Kouma-Konda","°C","2017","29.2"
"Température maximale","Kouma-Konda","°C","2018","28.6069444444444"
"Température maximale","Kouma-Konda","°C","2019","28.5613888888889"
"Température maximale","Kouma-Konda","°C","2020","28.6691666666667"
"Température maximale","Kouma-Konda","°C","2021","28.5291666666667"
"Température maximale","Kouma-Konda","°C","2022","28.1816666666667"
"Température maximale","Atakpamé","°C","1961","30.9005606758833"
"Température maximale","Atakpamé","°C","1962","31.4804173067076"
"Température maximale","Atakpamé","°C","1963","30.8800588837686"
"Température maximale","Atakpamé","°C","1964","30.6802688172043"
"Température maximale","Atakpamé","°C","1965","30.9419054019457"
"Température maximale","Atakpamé","°C","1966","31.074863031234"
"Température maximale","Atakpamé","°C","1967","31.3498668714798"
"Température maximale","Atakpamé","°C","1968","32.8082617413444"
"Température maximale","Atakpamé","°C","1969","30.8699219150026"
"Température maximale","Atakpamé","°C","1970","30.9387004078606"
"Température maximale","Atakpamé","°C","1971","30.6990328981055"
"Température maximale","Atakpamé","°C","1972","29.0693454146583"
"Température maximale","Atakpamé","°C","1973","31.4065642601126"
"Température maximale","Atakpamé","°C","1974","30.5256674082314"
"Température maximale","Atakpamé","°C","1975","30.311644265233"
"Température maximale","Atakpamé","°C","1976","30.0813780744037"
"Température maximale","Atakpamé","°C","1977","31.1275288018433"
"Température maximale","Atakpamé","°C","1978","30.5821729390681"
"Température maximale","Atakpamé","°C","1979","31.0279006656426"
"Température maximale","Atakpamé","°C","1980","30.9049854776913"
"Température maximale","Atakpamé","°C","1981","31.1819783666155"
"Température maximale","Atakpamé","°C","1982","31.0424276753712"
"Température maximale","Atakpamé","°C","1983","31.7464951356887"
"Température maximale","Atakpamé","°C","1984","32.1372973056483"
"Température maximale","Atakpamé","°C","1985","31.1504326676907"
"Température maximale","Atakpamé","°C","1986","31.315753328213"
"Température maximale","Atakpamé","°C","1987","32.1074417562724"
"Température maximale","Atakpamé","°C","1988","31.2497358175751"
"Température maximale","Atakpamé","°C","1989","31.1161603942652"
"Température maximale","Atakpamé","°C","1990","31.7702278545827"
"Température maximale","Atakpamé","°C","1991","31.3416666666667"
"Température maximale","Atakpamé","°C","1992","31.3083333333333"
"Température maximale","Atakpamé","°C","1993","31.6"
"Température maximale","Atakpamé","°C","1994","31.6083333333333"
"Température maximale","Atakpamé","°C","1995","31.75"
"Température maximale","Atakpamé","°C","1996","31.625"
"Température maximale","Atakpamé","°C","1997","31.6666666666667"
"Température maximale","Atakpamé","°C","1998","32.2208333333333"
"Température maximale","Atakpamé","°C","1999","30.6416666666667"
"Température maximale","Atakpamé","°C","2000","31.4654761904762"
"Température maximale","Atakpamé","°C","2001","31.825"
"Température maximale","Atakpamé","°C","2002","31.1083333333333"
"Température maximale","Atakpamé","°C","2003","31.3"
"Température maximale","Atakpamé","°C","2004","31.8916666666667"
"Température maximale","Atakpamé","°C","2005","31.825"
"Température maximale","Atakpamé","°C","2006","32.1976984126984"
"Température maximale","Atakpamé","°C","2007","31.8268032514081"
"Température maximale","Atakpamé","°C","2008","31.7416666666667"
"Température maximale","Atakpamé","°C","2009","32.0416666666667"
"Température maximale","Atakpamé","°C","2010","32.2555555555556"
"Température maximale","Atakpamé","°C","2011","31.6938888888889"
"Température maximale","Atakpamé","°C","2012","31.8858333333333"
"Température maximale","Atakpamé","°C","2013","32.1658333333333"
"Température maximale","Atakpamé","°C","2014","32.2630555555556"
"Température maximale","Atakpamé","°C","2015","32.2416666666667"
"Température maximale","Atakpamé","°C","2016","32.4"
"Température maximale","Atakpamé","°C","2017","32.4"
"Température maximale","Atakpamé","°C","2018","31.8647222222222"
"Température maximale","Atakpamé","°C","2019","32.3041666666667"
"Température maximale","Atakpamé","°C","2020","32.77"
"Température maximale","Atakpamé","°C","2021","32.7630555555556"
"Température maximale","Atakpamé","°C","2022","31.5875"
"Température maximale","Sotouboua","°C","1982","32.2419041218638"
"Température maximale","Sotouboua","°C","1983","32.9168828018786"
"Température maximale","Sotouboua","°C","1984","32.4552950809542"
"Température maximale","Sotouboua","°C","1985","32.1493676326795"
"Température maximale","Sotouboua","°C","1986","32.0309197388633"
"Température maximale","Sotouboua","°C","1987","32.9861770353303"
"Température maximale","Sotouboua","°C","1988","32.2852693115808"
"Température maximale","Sotouboua","°C","1989","32.4843650793651"
"Température maximale","Sotouboua","°C","1990","32.8039528929852"
"Température maximale","Sotouboua","°C","1991","32.0666084229391"
"Température maximale","Sotouboua","°C","1992","32.1916666666667"
"Température maximale","Sotouboua","°C","1993","32.475"
"Température maximale","Sotouboua","°C","1994","32.325"
"Température maximale","Sotouboua","°C","1995","32.5333333333333"
"Température maximale","Sotouboua","°C","1996","32.8666666666667"
"Température maximale","Sotouboua","°C","1997","32.65"
"Température maximale","Sotouboua","°C","1998","33.075"
"Température maximale","Sotouboua","°C","1999","32.5833333333333"
"Température maximale","Sotouboua","°C","2000","32.4416666666667"
"Température maximale","Sotouboua","°C","2001","32.3583333333333"
"Température maximale","Sotouboua","°C","2002","31.675"
"Température maximale","Sotouboua","°C","2003","31.875"
"Température maximale","Sotouboua","°C","2004","31.825"
"Température maximale","Sotouboua","°C","2005","32.0916666666667"
"Température maximale","Sotouboua","°C","2006","33.2916666666667"
"Température maximale","Sotouboua","°C","2007","33.2666666666667"
"Température maximale","Sotouboua","°C","2008","33.2083333333333"
"Température maximale","Sotouboua","°C","2009","32.8666666666667"
"Température maximale","Sotouboua","°C","2010","33.0222222222222"
"Température maximale","Sotouboua","°C","2011","32.4430555555556"
"Température maximale","Sotouboua","°C","2012","32.2055555555556"
"Température maximale","Sotouboua","°C","2013","32.405"
"Température maximale","Sotouboua","°C","2014","33.2158333333333"
"Température maximale","Sotouboua","°C","2015","33.2502777777778"
"Température maximale","Sotouboua","°C","2016","34.2636111111111"
"Température maximale","Sotouboua","°C","2017","33.0075"
"Température maximale","Sotouboua","°C","2018","32.4008333333333"
"Température maximale","Sotouboua","°C","2019","32.965"
"Température maximale","Sotouboua","°C","2020","33.4594444444445"
"Température maximale","Sotouboua","°C","2021","33.3316666666667"
"Température maximale","Sotouboua","°C","2022","32.3125"
"Température maximale","Sokodé","°C","1961","32.3267057091654"
"Température maximale","Sokodé","°C","1962","31.8872721454173"
"Température maximale","Sokodé","°C","1963","32.1160675883257"
"Température maximale","Sokodé","°C","1964","31.7156034482759"
"Température maximale","Sokodé","°C","1965","32.2031950844854"
"Température maximale","Sokodé","°C","1966","32.3671095750128"
"Température maximale","Sokodé","°C","1967","31.6289016897081"
"Température maximale","Sokodé","°C","1968","32.2962512800819"
"Température maximale","Sokodé","°C","1969","32.2962512800819"
"Température maximale","Sokodé","°C","1970","32.398937532002"
"Température maximale","Sokodé","°C","1971","32.398937532002"
"Température maximale","Sokodé","°C","1972","32.41180231121"
"Température maximale","Sokodé","°C","1973","33.0047049411162"
"Température maximale","Sokodé","°C","1974","32.0714100102407"
"Température maximale","Sokodé","°C","1975","32.1152720174091"
"Température maximale","Sokodé","°C","1976","31.847143739958"
"Température maximale","Sokodé","°C","1977","32.3269482846902"
"Température maximale","Sokodé","°C","1978","31.9341666666667"
"Température maximale","Sokodé","°C","1979","32.4434050179211"
"Température maximale","Sokodé","°C","1980","32.4399626127796"
"Température maximale","Sokodé","°C","1981","32.8008128520225"
"Température maximale","Sokodé","°C","1982","32.3066321044547"
"Température maximale","Sokodé","°C","1983","32.8986232718894"
"Température maximale","Sokodé","°C","1984","32.6362133852429"
"Température maximale","Sokodé","°C","1985","32.4785906298003"
"Température maximale","Sokodé","°C","1986","32.2194809267793"
"Température maximale","Sokodé","°C","1987","33.2591596262161"
"Température maximale","Sokodé","°C","1988","32.3350071066617"
"Température maximale","Sokodé","°C","1989","32.4679384280594"
"Température maximale","Sokodé","°C","1990","32.9276036866359"
"Température maximale","Sokodé","°C","1991","32.4833333333333"
"Température maximale","Sokodé","°C","1992","32.0916666666667"
"Température maximale","Sokodé","°C","1993","32.3583333333333"
"Température maximale","Sokodé","°C","1994","32.175"
"Température maximale","Sokodé","°C","1995","32.7333333333333"
"Température maximale","Sokodé","°C","1996","32.6416666666667"
"Température maximale","Sokodé","°C","1997","32.6"
"Température maximale","Sokodé","°C","1998","33.1166666666667"
"Température maximale","Sokodé","°C","1999","32.4583333333333"
"Température maximale","Sokodé","°C","2000","32.6333333333333"
"Température maximale","Sokodé","°C","2001","32.85"
"Température maximale","Sokodé","°C","2002","32.8"
"Température maximale","Sokodé","°C","2003","33.1083333333333"
"Température maximale","Sokodé","°C","2004","32.6790322580645"
"Température maximale","Sokodé","°C","2005","33"
"Température maximale","Sokodé","°C","2006","33.4421020225294"
"Température maximale","Sokodé","°C","2007","33.3836568740399"
"Température maximale","Sokodé","°C","2008","33.4661324830321"
"Température maximale","Sokodé","°C","2009","33.2416666666667"
"Température maximale","Sokodé","°C","2010","34.1222222222222"
"Température maximale","Sokodé","°C","2011","33.6752777777778"
"Température maximale","Sokodé","°C","2012","33.215"
"Température maximale","Sokodé","°C","2013","33.4372222222222"
"Température maximale","Sokodé","°C","2014","33.4077777777778"
"Température maximale","Sokodé","°C","2015","33.4288888888889"
"Température maximale","Sokodé","°C","2016","36.7"
"Température maximale","Sokodé","°C","2017","33.4"
"Température maximale","Sokodé","°C","2018","32.9472222222222"
"Température maximale","Sokodé","°C","2019","33.3852777777778"
"Température maximale","Sokodé","°C","2020","33.3716666666667"
"Température maximale","Sokodé","°C","2021","33.7269444444444"
"Température maximale","Sokodé","°C","2022","32.7544444444444"
"Température maximale","Kara","°C","1977","33.05"
"Température maximale","Kara","°C","1978","32.65"
"Température maximale","Kara","°C","1979","33.0583333333333"
"Température maximale","Kara","°C","1980","33.2591577060932"
"Température maximale","Kara","°C","1981","33.4707622887865"
"Température maximale","Kara","°C","1982","32.933287250384"
"Température maximale","Kara","°C","1983","33.6871786994368"
"Température maximale","Kara","°C","1984","33.4246159312817"
"Température maximale","Kara","°C","1985","33.1338248847926"
"Température maximale","Kara","°C","1986","33.2635931899642"
"Température maximale","Kara","°C","1987","34.3635599078341"
"Température maximale","Kara","°C","1988","33.4857489803485"
"Température maximale","Kara","°C","1989","33.2240395118621"
"Température maximale","Kara","°C","1990","33.6751299283154"
"Température maximale","Kara","°C","1991","33.1666666666667"
"Température maximale","Kara","°C","1992","33.2333333333333"
"Température maximale","Kara","°C","1993","33.2264085834827"
"Température maximale","Kara","°C","1994","33.5632811940126"
"Température maximale","Kara","°C","1995","33.9416666666667"
"Température maximale","Kara","°C","1996","34"
"Température maximale","Kara","°C","1997","33.5666666666667"
"Température maximale","Kara","°C","1998","34.3666666666667"
"Température maximale","Kara","°C","1999","33.9083333333333"
"Température maximale","Kara","°C","2000","33.925"
"Température maximale","Kara","°C","2001","34.5"
"Température maximale","Kara","°C","2002","34.1583333333333"
"Température maximale","Kara","°C","2003","34.1133333333333"
"Température maximale","Kara","°C","2004","33.9358333333333"
"Température maximale","Kara","°C","2005","34.0916666666667"
"Température maximale","Kara","°C","2006","34.4701286482335"
"Température maximale","Kara","°C","2007","33.9512756016385"
"Température maximale","Kara","°C","2008","33.9"
"Température maximale","Kara","°C","2009","34.2333333333333"
"Température maximale","Kara","°C","2010","34.4916666666667"
"Température maximale","Kara","°C","2011","34.7997222222222"
"Température maximale","Kara","°C","2012","33.9216666666667"
"Température maximale","Kara","°C","2013","33.8280555555556"
"Température maximale","Kara","°C","2014","34.2927777777778"
"Température maximale","Kara","°C","2015","34.6747222222222"
"Température maximale","Kara","°C","2016","34.3"
"Température maximale","Kara","°C","2017","34.4"
"Température maximale","Kara","°C","2018","34.2705555555556"
"Température maximale","Kara","°C","2019","34.445"
"Température maximale","Kara","°C","2020","34.4547222222222"
"Température maximale","Kara","°C","2021","34.7988888888889"
"Température maximale","Kara","°C","2022","33.8666666666667"
"Température maximale","Niamtougou","°C","1961","32.325"
"Température maximale","Niamtougou","°C","1962","31.8782051282051"
"Température maximale","Niamtougou","°C","1963","32.5"
"Température maximale","Niamtougou","°C","1964","32.125"
"Température maximale","Niamtougou","°C","1965","32.5416666666667"
"Température maximale","Niamtougou","°C","1966","32.3615384615385"
"Température maximale","Niamtougou","°C","1967","32.075"
"Température maximale","Niamtougou","°C","1968","32.0166666666667"
"Température maximale","Niamtougou","°C","1969","32.6166666666667"
"Température maximale","Niamtougou","°C","1970","32.45"
"Température maximale","Niamtougou","°C","1971","32.1333333333333"
"Température maximale","Niamtougou","°C","1972","32.375"
"Température maximale","Niamtougou","°C","1973","32.9583333333333"
"Température maximale","Niamtougou","°C","1974","32.2642857142857"
"Température maximale","Niamtougou","°C","1975","32.0166666666667"
"Température maximale","Niamtougou","°C","1976","32.2332051282051"
"Température maximale","Niamtougou","°C","1977","32.5848518518519"
"Température maximale","Niamtougou","°C","1978","32.3916666666667"
"Température maximale","Niamtougou","°C","1979","32.564970402026"
"Température maximale","Niamtougou","°C","1980","32.3482993197279"
"Température maximale","Niamtougou","°C","1981","31.7085688684076"
"Température maximale","Niamtougou","°C","1982","31.7085688684076"
"Température maximale","Niamtougou","°C","1983","32.765582437276"
"Température maximale","Niamtougou","°C","1984","32.2443285749598"
"Température maximale","Niamtougou","°C","1985","31.9346134152586"
"Température maximale","Niamtougou","°C","1986","31.6985496671787"
"Température maximale","Niamtougou","°C","1987","32.8212653609831"
"Température maximale","Niamtougou","°C","1988","31.8566981831665"
"Température maximale","Niamtougou","°C","1989","32.0140175371224"
"Température maximale","Niamtougou","°C","1990","32.1794559651818"
"Température maximale","Niamtougou","°C","1991","31.8626977726575"
"Température maximale","Niamtougou","°C","1992","31.7725568532938"
"Température maximale","Niamtougou","°C","1993","32.1840431387609"
"Température maximale","Niamtougou","°C","1994","31.9833333333333"
"Température maximale","Niamtougou","°C","1995","32.3333333333333"
"Température maximale","Niamtougou","°C","1996","32.6611493428913"
"Température maximale","Niamtougou","°C","1997","32.225"
"Température maximale","Niamtougou","°C","1998","32.8416666666667"
"Température maximale","Niamtougou","°C","1999","32.4083333333333"
"Température maximale","Niamtougou","°C","2000","32.5083333333333"
"Température maximale","Niamtougou","°C","2001","32.9916666666667"
"Température maximale","Niamtougou","°C","2002","32.85"
"Température maximale","Niamtougou","°C","2003","32.9166666666667"
"Température maximale","Niamtougou","°C","2004","32.75"
"Température maximale","Niamtougou","°C","2005","33.0166666666667"
"Température maximale","Niamtougou","°C","2006","33.1583333333333"
"Température maximale","Niamtougou","°C","2007","32.752192140297"
"Température maximale","Niamtougou","°C","2008","32.775"
"Température maximale","Niamtougou","°C","2009","32.8"
"Température maximale","Niamtougou","°C","2010","33.0805555555556"
"Température maximale","Niamtougou","°C","2011","32.5269444444444"
"Température maximale","Niamtougou","°C","2012","32.2005555555556"
"Température maximale","Niamtougou","°C","2013","32.3522222222222"
"Température maximale","Niamtougou","°C","2014","32.5372222222222"
"Température maximale","Niamtougou","°C","2015","32.9033333333333"
"Température maximale","Niamtougou","°C","2016","27"
"Température maximale","Niamtougou","°C","2017","32.9"
"Température maximale","Niamtougou","°C","2018","32.5713888888889"
"Température maximale","Niamtougou","°C","2019","32.9647222222222"
"Température maximale","Niamtougou","°C","2020","32.7519444444445"
"Température maximale","Niamtougou","°C","2021","33.3391666666667"
"Température maximale","Niamtougou","°C","2022","32.2236111111111"
"Température maximale","Mango","°C","1961","34.2906016385049"
"Température maximale","Mango","°C","1962","34.00455453149"
"Température maximale","Mango","°C","1963","34.3881938044035"
"Température maximale","Mango","°C","1964","34.3186809417872"
"Température maximale","Mango","°C","1965","34.3668164362519"
"Température maximale","Mango","°C","1966","34.7300979262673"
"Température maximale","Mango","°C","1967","34.1523540706605"
"Température maximale","Mango","°C","1968","34.1556497960697"
"Température maximale","Mango","°C","1969","34.7388120839734"
"Température maximale","Mango","°C","1970","34.7200025601638"
"Température maximale","Mango","°C","1971","34.1429934715822"
"Température maximale","Mango","°C","1972","34.5697676430602"
"Température maximale","Mango","°C","1973","35.1241276241679"
"Température maximale","Mango","°C","1974","34.3282136456733"
"Température maximale","Mango","°C","1975","34.301660266257"
"Température maximale","Mango","°C","1976","34.1669475342974"
"Température maximale","Mango","°C","1977","34.8342645929339"
"Température maximale","Mango","°C","1978","34.4190207373272"
"Température maximale","Mango","°C","1979","34.7345865335381"
"Température maximale","Mango","°C","1980","34.8547966876777"
"Température maximale","Mango","°C","1981","36.06589093702"
"Température maximale","Mango","°C","1982","34.2693189964158"
"Température maximale","Mango","°C","1983","34.8906522017409"
"Température maximale","Mango","°C","1984","34.4903451365715"
"Température maximale","Mango","°C","1985","34.5395673323093"
"Température maximale","Mango","°C","1986","34.7303744239631"
"Température maximale","Mango","°C","1987","35.7361559139785"
"Température maximale","Mango","°C","1988","34.7349728092943"
"Température maximale","Mango","°C","1989","34.6941167434716"
"Température maximale","Mango","°C","1990","35.1817748335893"
"Température maximale","Mango","°C","1991","34.8724455965182"
"Température maximale","Mango","°C","1992","34.55"
"Température maximale","Mango","°C","1993","35.4124731182796"
"Température maximale","Mango","°C","1994","34.8666666666667"
"Température maximale","Mango","°C","1995","35.3333333333333"
"Température maximale","Mango","°C","1996","35.3583333333333"
"Température maximale","Mango","°C","1997","34.95"
"Température maximale","Mango","°C","1998","35.8666666666667"
"Température maximale","Mango","°C","1999","35.3916666666667"
"Température maximale","Mango","°C","2000","35.5583333333333"
"Température maximale","Mango","°C","2001","35.3738026433692"
"Température maximale","Mango","°C","2002","35.2284501992148"
"Température maximale","Mango","°C","2003","35.95"
"Température maximale","Mango","°C","2004","35.6833333333333"
"Température maximale","Mango","°C","2005","35.925"
"Température maximale","Mango","°C","2006","36.1625275217614"
"Température maximale","Mango","°C","2007","35.6772786738351"
"Température maximale","Mango","°C","2008","35.375"
"Température maximale","Mango","°C","2009","35.6916666666667"
"Température maximale","Mango","°C","2010","35.375"
"Température maximale","Mango","°C","2011","35.7744444444444"
"Température maximale","Mango","°C","2012","35.0658333333333"
"Température maximale","Mango","°C","2013","35.1952777777778"
"Température maximale","Mango","°C","2014","35.3919444444444"
"Température maximale","Mango","°C","2015","35.2547222222222"
"Température maximale","Mango","°C","2016","35.9"
"Température maximale","Mango","°C","2017","35.4"
"Température maximale","Mango","°C","2018","35.7844444444444"
"Température maximale","Mango","°C","2019","35.8783333333333"
"Température maximale","Mango","°C","2020","35.7438888888889"
"Température maximale","Mango","°C","2021","36.2875"
"Température maximale","Mango","°C","2022","34.9177777777778"
"Température maximale","Dapaong","°C","1961","33.7073242094391"
"Température maximale","Dapaong","°C","1962","33.6360202252944"
"Température maximale","Dapaong","°C","1963","33.8646108550947"
"Température maximale","Dapaong","°C","1964","33.5829501915709"
"Température maximale","Dapaong","°C","1965","33.9104089861751"
"Température maximale","Dapaong","°C","1966","34.1271903994959"
"Température maximale","Dapaong","°C","1967","33.6147184702579"
"Température maximale","Dapaong","°C","1968","33.9148268956557"
"Température maximale","Dapaong","°C","1969","34.2501459293395"
"Température maximale","Dapaong","°C","1970","34.3742946748592"
"Température maximale","Dapaong","°C","1971","34.3071947004608"
"Température maximale","Dapaong","°C","1972","34.168378445186"
"Température maximale","Dapaong","°C","1973","34.168378445186"
"Température maximale","Dapaong","°C","1974","34.7251868919611"
"Température maximale","Dapaong","°C","1975","33.7493548387097"
"Température maximale","Dapaong","°C","1976","32.9839599334357"
"Température maximale","Dapaong","°C","1977","34.8977669632926"
"Température maximale","Dapaong","°C","1978","34.4494163259213"
"Température maximale","Dapaong","°C","1979","34.0240070767409"
"Température maximale","Dapaong","°C","1980","33.7583237547893"
"Température maximale","Dapaong","°C","1981","33.6667658730159"
"Température maximale","Dapaong","°C","1982","32.7745833333333"
"Température maximale","Dapaong","°C","1983","33.5865079365079"
"Température maximale","Dapaong","°C","1984","33.5096551724138"
"Température maximale","Dapaong","°C","1985","33.4394444444444"
"Température maximale","Dapaong","°C","1986","33.5847676651306"
"Température maximale","Dapaong","°C","1987","34.5018042754736"
"Température maximale","Dapaong","°C","1988","33.6375457298233"
"Température maximale","Dapaong","°C","1989","33.3942428315412"
"Température maximale","Dapaong","°C","1990","33.9508749359959"
"Température maximale","Dapaong","°C","1991","33.4239520170075"
"Température maximale","Dapaong","°C","1992","32.8292955135336"
"Température maximale","Dapaong","°C","1993","33.0540501792115"
"Température maximale","Dapaong","°C","1994","33.0540501792115"
"Température maximale","Dapaong","°C","1995","29.6852617767537"
"Température maximale","Dapaong","°C","1996","33.2965040962622"
"Température maximale","Dapaong","°C","1997","33.7408749359959"
"Température maximale","Dapaong","°C","1998","34.1015002560164"
"Température maximale","Dapaong","°C","1999","32.9639298515105"
"Température maximale","Dapaong","°C","2000","32.5878616231439"
"Température maximale","Dapaong","°C","2001","33.7583333333333"
"Température maximale","Dapaong","°C","2002","33.3166666666667"
"Température maximale","Dapaong","°C","2003","32.9916666666667"
"Température maximale","Dapaong","°C","2004","33.025"
"Température maximale","Dapaong","°C","2005","33.8083333333333"
"Température maximale","Dapaong","°C","2006","33.5184856630824"
"Température maximale","Dapaong","°C","2007","33.1664701740911"
"Température maximale","Dapaong","°C","2008","32.4166260240655"
"Température maximale","Dapaong","°C","2009","33.5"
"Température maximale","Dapaong","°C","2010","33.7027777777778"
"Température maximale","Dapaong","°C","2011","34.3855555555556"
"Température maximale","Dapaong","°C","2012","32.5216666666667"
"Température maximale","Dapaong","°C","2013","33.5508333333333"
"Température maximale","Dapaong","°C","2014","34.1988888888889"
"Température maximale","Dapaong","°C","2015","34.5127777777778"
"Température maximale","Dapaong","°C","2016","34.3"
"Température maximale","Dapaong","°C","2017","32.4"
"Température maximale","Dapaong","°C","2018","34.2541666666667"
"Température maximale","Dapaong","°C","2019","34.5027777777778"
"Température maximale","Dapaong","°C","2020","34.6583333333333"
"Température maximale","Dapaong","°C","2021","34.9505555555556"
"Température maximale","Dapaong","°C","2022","33.5447222222222"
